Project Nick,Project,BioSample_s,SRA_Sample_s,Run_s,LibrarySource_s,LibraryLayout_s,InsertSize_l,MBases_l,Sample_Name_s,Library_Name_s,cultivar_s,ReadGroup,,Leafly Name,Leafly URL,TEMP Sortable
Phylos 2018,SRP173788,SAMN10609526,SRS4167981,SRR8347150,GENOMIC,PAIRED,0,320,Old_Toby__PGT-14055,PGT-14055,PGT-14055,1,,Old Toby,https://www.leafly.com/hybrid/old-toby,Old_Toby__PGT-14055
Phylos 2018,SRP173788,SAMN10609527,SRS4167994,SRR8347138,GENOMIC,PAIRED,0,345,Berry_White__PGT-14056,PGT-14056,PGT-14056,1,,Berry White,https://www.leafly.com/indica/berry-white,Berry White
Phylos 2018,SRP173788,SAMN10609528,SRS4167992,SRR8347139,GENOMIC,PAIRED,0,287,Ecuador__PGT-14058,PGT-14058,PGT-14058,1,,Landrace,-,Landrace
Phylos 2018,SRP173788,SAMN10609529,SRS4167717,SRR8346828,GENOMIC,PAIRED,0,516,Silverback_Gorilla__PGT-14059,PGT-14059,PGT-14059,1,,Silverback Gorilla,https://www.leafly.com/indica/silverback-gorilla,Silverback_Gorilla__PGT-14059
Phylos 2018,SRP173788,SAMN10609530,SRS4167718,SRR8346827,GENOMIC,PAIRED,0,464,Dieselmint__PGT-14060,PGT-14060,PGT-14060,1,,,,Dieselmint__PGT-14060
Phylos 2018,SRP173788,SAMN10609531,SRS4167719,SRR8346826,GENOMIC,PAIRED,0,499,Goldenback_Gorilla__PGT-14061,PGT-14061,PGT-14061,1,,,,Goldenback_Gorilla__PGT-14061
Phylos 2018,SRP173788,SAMN10609532,SRS4167720,SRR8346825,GENOMIC,PAIRED,0,363,Razberry_Kush__PGT-14062,PGT-14062,PGT-14062,1,,Raspberry Kush,https://www.leafly.com/indica/raspberry-kush,Raspberry Kush
Phylos 2018,SRP173788,SAMN10609533,SRS4167721,SRR8346824,GENOMIC,PAIRED,0,330,Baalbek_Valley_Lebanese__PGT-14063,PGT-14063,PGT-14063,1,,,,Baalbek_Valley_Lebanese__PGT-14063
Phylos 2018,SRP173788,SAMN10609534,SRS4167722,SRR8346823,GENOMIC,PAIRED,0,522,Santa_Cruz_Tsunami_CBD__PGT-14068,PGT-14068,PGT-14068,1,,,,Santa_Cruz_Tsunami_CBD__PGT-14068
Phylos 2018,SRP173788,SAMN10609535,SRS4167723,SRR8346822,GENOMIC,PAIRED,0,405,Kerala__PGT-14072,PGT-14072,PGT-14072,1,,Kerala,https://www.leafly.com/sativa/kerala,Kerala__PGT-14072
Phylos 2018,SRP173788,SAMN10609536,SRS4167725,SRR8346821,GENOMIC,PAIRED,0,410,Maui_Wowie__PGT-14073,PGT-14073,PGT-14073,1,,Maui Wowie,https://www.leafly.com/sativa/maui-wowie,Maui Wowie
Phylos 2018,SRP173788,SAMN10609537,SRS4167710,SRR8346836,GENOMIC,PAIRED,0,424,Alice_&_Bob__PGT-14074,PGT-14074,PGT-14074,1,,,,Alice_&_Bob__PGT-14074
Phylos 2018,SRP173788,SAMN10609538,SRS4167709,SRR8346835,GENOMIC,PAIRED,0,138,Tree_Of_Life__PGT-14076,PGT-14076,PGT-14076,1,,Tree of Life,https://www.leafly.com/hybrid/tree-of-life,Tree_Of_Life__PGT-14076
Phylos 2018,SRP173788,SAMN10609539,SRS4167966,SRR8347166,GENOMIC,PAIRED,0,277,Medusa__PGT-14077,PGT-14077,PGT-14077,1,,Medusa,https://www.leafly.com/hybrid/medusa,Medusa__PGT-14077
Phylos 2018,SRP173788,SAMN10609540,SRS4167991,SRR8347142,GENOMIC,PAIRED,0,214,Black_Trinity_MP__PGT-14078,PGT-14078,PGT-14078,1,,-,-,Black_Trinity_MP__PGT-14078
Phylos 2018,SRP173788,SAMN10609541,SRS4167325,SRR8346548,GENOMIC,PAIRED,0,79,Chuy_Purps__PGT-14079,PGT-14079,PGT-14079,1,,,,Chuy_Purps__PGT-14079
Phylos 2018,SRP173788,SAMN10609542,SRS4167331,SRR8346542,GENOMIC,PAIRED,0,168,Raspberry_Kush__PGT-14080,PGT-14080,PGT-14080,1,,Raspberry Kush,https://www.leafly.com/indica/raspberry-kush,Raspberry Kush
Phylos 2018,SRP173788,SAMN10609543,SRS4167305,SRR8346568,GENOMIC,PAIRED,0,167,Herijuana_Cross__PGT-14081,PGT-14081,PGT-14081,1,,Herijuana,https://www.leafly.com/indica/herojuana,Herijuana
Phylos 2018,SRP173788,SAMN10609544,SRS4167306,SRR8346567,GENOMIC,PAIRED,0,218,Clone_62_CBD__PGT-147497,PGT-147497,PGT-147497,1,,-,-,Clone_62_CBD__PGT-147497
Phylos 2018,SRP173788,SAMN10609545,SRS4167308,SRR8346565,GENOMIC,PAIRED,0,109,Huckleberries__PGT-147498,PGT-147498,PGT-147498,1,,Huckleberry,https://www.leafly.com/hybrid/huckleberry,Huckleberry
Phylos 2018,SRP173788,SAMN10609546,SRS4167940,SRR8347192,GENOMIC,PAIRED,0,150,Cannatonic__PGT-147499,PGT-147499,PGT-147499,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2018,SRP173788,SAMN10609547,SRS4167967,SRR8347165,GENOMIC,PAIRED,0,112,ACDC__PGT-147500,PGT-147500,PGT-147500,1,,ACDC,https://www.leafly.com/hybrid/acdc,ACDC
Phylos 2018,SRP173788,SAMN10609548,SRS4167968,SRR8347164,GENOMIC,PAIRED,0,78,Purple_Kona__PGT-147501,PGT-147501,PGT-147501,1,,,,Purple_Kona__PGT-147501
Phylos 2018,SRP173788,SAMN10609549,SRS4167649,SRR8346896,GENOMIC,PAIRED,0,100,Blue_Dragon__PGT-147505,PGT-147505,PGT-147505,1,,Blue Dragon,https://www.leafly.com/hybrid/blue-dragon,Blue Dragon
Phylos 2018,SRP173788,SAMN10609550,SRS4167634,SRR8346911,GENOMIC,PAIRED,0,57,Nigerian_Hashplant__PGT-147506,PGT-147506,PGT-147506,1,,,,Nigerian_Hashplant__PGT-147506
Phylos 2018,SRP173788,SAMN10609551,SRS4167631,SRR8346914,GENOMIC,PAIRED,0,128,unknown_strain-no_name__PGT-147507,PGT-147507,PGT-147507,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609552,SRS4167618,SRR8346927,GENOMIC,PAIRED,0,103,Puppies_Breath__PGT-147508,PGT-147508,PGT-147508,1,,,,Puppies_Breath__PGT-147508
Phylos 2018,SRP173788,SAMN10609553,SRS4167727,SRR8346818,GENOMIC,PAIRED,0,209,Sunset_Sherbert__PGT-147510,PGT-147510,PGT-147510,1,,Sherbert,https://www.leafly.com/hybrid/sunset-sherbert,Sherbert
Phylos 2018,SRP173788,SAMN10609554,SRS4167971,SRR8347161,GENOMIC,PAIRED,0,205,Mojito_G__PGT-147511,PGT-147511,PGT-147511,1,,,,Mojito_G__PGT-147511
Phylos 2018,SRP173788,SAMN10609555,SRS4167681,SRR8346864,GENOMIC,PAIRED,0,203,Orangina_51__PGT-147512,PGT-147512,PGT-147512,1,,,,Orangina_51__PGT-147512
Phylos 2018,SRP173788,SAMN10609556,SRS4167965,SRR8347167,GENOMIC,PAIRED,0,345,Valley_Fire__PGT-147513,PGT-147513,PGT-147513,1,,,,Valley_Fire__PGT-147513
Phylos 2018,SRP173788,SAMN10609557,SRS4167281,SRR8346592,GENOMIC,PAIRED,0,331,Cherry_AF__PGT-147514,PGT-147514,PGT-147514,1,,,,Cherry_AF__PGT-147514
Phylos 2018,SRP173788,SAMN10609558,SRS4167280,SRR8346593,GENOMIC,PAIRED,0,231,Cookies_+_Cream__PGT-147515,PGT-147515,PGT-147515,1,,Cookies and Cream,https://www.leafly.com/hybrid/cookies-and-cream,Cookies and Cream
Phylos 2018,SRP173788,SAMN10609559,SRS4167895,SRR8347236,GENOMIC,PAIRED,0,248,Big_Smooth__PGT-147516,PGT-147516,PGT-147516,1,,Big Smooth,https://www.leafly.com/hybrid/big-smooth,Big Smooth
Phylos 2018,SRP173788,SAMN10609560,SRS4167678,SRR8346866,GENOMIC,PAIRED,0,260,Grafford_Kush__PGT-147517,PGT-147517,PGT-147517,1,,,,Grafford_Kush__PGT-147517
Phylos 2018,SRP173788,SAMN10609561,SRS4167433,SRR8346440,GENOMIC,PAIRED,0,246,Mary_Chino_41__PGT-147518,PGT-147518,PGT-147518,1,,,,Mary_Chino_41__PGT-147518
Phylos 2018,SRP173788,SAMN10609562,SRS4167897,SRR8347237,GENOMIC,PAIRED,0,327,Blue_Dream__PGT-147519,PGT-147519,PGT-147519,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2018,SRP173788,SAMN10609563,SRS4167439,SRR8346434,GENOMIC,PAIRED,0,269,White_Cookies__PGT-147520,PGT-147520,PGT-147520,1,,White Cookies,https://www.leafly.com/hybrid/white-cookies,White_Cookies__PGT-147520
Phylos 2018,SRP173788,SAMN10609564,SRS4167440,SRR8346433,GENOMIC,PAIRED,0,406,Black_Lime__PGT-147521,PGT-147521,PGT-147521,1,,Black Lime Special Reserve,https://www.leafly.com/indica/black-lime-special-reserve,Black Lime Special Reserve
Phylos 2018,SRP173788,SAMN10609565,SRS4167906,SRR8347226,GENOMIC,PAIRED,0,278,Night_Nurse__PGT-147522,PGT-147522,PGT-147522,1,,,,Night_Nurse__PGT-147522
Phylos 2018,SRP173788,SAMN10609566,SRS4167909,SRR8347223,GENOMIC,PAIRED,0,314,Girl_Scout_Cookie__PGT-147523,PGT-147523,PGT-147523,1,,GSC,https://www.leafly.com/hybrid/gsc,GSC
Phylos 2018,SRP173788,SAMN10609567,SRS4167557,SRR8346990,GENOMIC,PAIRED,0,371,Diablo__PGT-147524,PGT-147524,PGT-147524,1,,Diablo,https://www.leafly.com/indica/diablo,Diablo
Phylos 2018,SRP173788,SAMN10609568,SRS4167632,SRR8346913,GENOMIC,PAIRED,0,344,SFV__PGT-147525,PGT-147525,PGT-147525,1,,SFV OG,https://www.leafly.com/hybrid/sfv-og,SFV OG
Phylos 2018,SRP173788,SAMN10609569,SRS4167619,SRR8346926,GENOMIC,PAIRED,0,415,Adam_Apple__PGT-147526,PGT-147526,PGT-147526,1,,,,Adam_Apple__PGT-147526
Phylos 2018,SRP173788,SAMN10609570,SRS4167616,SRR8346930,GENOMIC,PAIRED,0,413,24k__PGT-147527,PGT-147527,PGT-147527,1,,24k Gold,https://www.leafly.com/hybrid/24k-gold,24k Gold
Phylos 2018,SRP173788,SAMN10609571,SRS4167693,SRR8346852,GENOMIC,PAIRED,0,415,AT__PGT-147528,PGT-147528,PGT-147528,1,,,,AT__PGT-147528
Phylos 2018,SRP173788,SAMN10609572,SRS4167692,SRR8346853,GENOMIC,PAIRED,0,389,Weeel_Bros__PGT-147529,PGT-147529,PGT-147529,1,,,,Weeel_Bros__PGT-147529
Phylos 2018,SRP173788,SAMN10609573,SRS4167695,SRR8346850,GENOMIC,PAIRED,0,189,Raskal_OG__PGT-147530,PGT-147530,PGT-147530,1,,,,Raskal_OG__PGT-147530
Phylos 2018,SRP173788,SAMN10609574,SRS4167694,SRR8346851,GENOMIC,PAIRED,0,114,Syndicate_OG__PGT-147531,PGT-147531,PGT-147531,1,,,,Syndicate_OG__PGT-147531
Phylos 2018,SRP173788,SAMN10609575,SRS4167697,SRR8346848,GENOMIC,PAIRED,0,154,Super_Glue__PGT-147532,PGT-147532,PGT-147532,1,,,,Super_Glue__PGT-147532
Phylos 2018,SRP173788,SAMN10609576,SRS4167696,SRR8346849,GENOMIC,PAIRED,0,116,Pure_Kush_Grass_Valley_OG__PGT-147533,PGT-147533,PGT-147533,1,,,,Pure_Kush_Grass_Valley_OG__PGT-147533
Phylos 2018,SRP173788,SAMN10609577,SRS4167602,SRR8346943,GENOMIC,PAIRED,0,159,Uncle_Fester_Skunk18__PGT-147534,PGT-147534,PGT-147534,1,,,,Uncle_Fester_Skunk18__PGT-147534
Phylos 2018,SRP173788,SAMN10609578,SRS4167596,SRR8346949,GENOMIC,PAIRED,0,111,Macob_Kush_F1__PGT-147539,PGT-147539,PGT-147539,1,,,,Macob_Kush_F1__PGT-147539
Phylos 2018,SRP173788,SAMN10609579,SRS4167222,SRR8346651,GENOMIC,PAIRED,0,183,OMTF_Original_Matanuska_Thunder_Fuck__PGT-147540,PGT-147540,PGT-147540,1,,,,OMTF_Original_Matanuska_Thunder_Fuck__PGT-147540
Phylos 2018,SRP173788,SAMN10609580,SRS4167224,SRR8346649,GENOMIC,PAIRED,0,258,Purple_Afghani__PGT-147541,PGT-147541,PGT-147541,1,,,,Purple_Afghani__PGT-147541
Phylos 2018,SRP173788,SAMN10609581,SRS4167227,SRR8346646,GENOMIC,PAIRED,0,93,Willie_Nelson__PGT-147542,PGT-147542,PGT-147542,1,,,,Willie_Nelson__PGT-147542
Phylos 2018,SRP173788,SAMN10609582,SRS4167230,SRR8346643,GENOMIC,PAIRED,0,121,Skunk_1__PGT-147543,PGT-147543,PGT-147543,1,,Skunk No. 1,https://www.leafly.com/hybrid/skunk-1,Skunk No. 1
Phylos 2018,SRP173788,SAMN10609583,SRS4167231,SRR8346642,GENOMIC,PAIRED,0,124,Headband__PGT-147544,PGT-147544,PGT-147544,1,,Headband,https://www.leafly.com/hybrid/headband,Headband
Phylos 2018,SRP173788,SAMN10609584,SRS4167232,SRR8346641,GENOMIC,PAIRED,0,155,G-13__PGT-147545,PGT-147545,PGT-147545,1,,G13,https://www.leafly.com/indica/g-13,G13
Phylos 2018,SRP173788,SAMN10609585,SRS4167234,SRR8346639,GENOMIC,PAIRED,0,130,P_Wonder__PGT-147546,PGT-147546,PGT-147546,1,,,,P_Wonder__PGT-147546
Phylos 2018,SRP173788,SAMN10609586,SRS4167237,SRR8346636,GENOMIC,PAIRED,0,127,Marmalade__PGT-147547,PGT-147547,PGT-147547,1,,Marmalade,https://www.leafly.com/hybrid/marmalade,Marmalade
Phylos 2018,SRP173788,SAMN10609587,SRS4167788,SRR8346757,GENOMIC,PAIRED,0,169,Jacksons_Jambo__PGT-147548,PGT-147548,PGT-147548,1,,,,Jacksons_Jambo__PGT-147548
Phylos 2018,SRP173788,SAMN10609588,SRS4167789,SRR8346756,GENOMIC,PAIRED,0,219,Banana_Kush__PGT-147549,PGT-147549,PGT-147549,1,,Banana Kush,https://www.leafly.com/hybrid/banana-kush,Banana Kush
Phylos 2018,SRP173788,SAMN10609589,SRS4168028,SRR8347104,GENOMIC,PAIRED,0,156,PCG_Thc_Bomb__PGT-147550,PGT-147550,PGT-147550,1,,,,PCG_Thc_Bomb__PGT-147550
Phylos 2018,SRP173788,SAMN10609590,SRS4168016,SRR8347116,GENOMIC,PAIRED,0,74,PCG_Durban_8__PGT-147551,PGT-147551,PGT-147551,1,,,,PCG_Durban_8__PGT-147551
Phylos 2018,SRP173788,SAMN10609591,SRS4168013,SRR8347119,GENOMIC,PAIRED,0,110,Lemonade_Pcg_Cut__PGT-147552,PGT-147552,PGT-147552,1,,,,Lemonade_Pcg_Cut__PGT-147552
Phylos 2018,SRP173788,SAMN10609592,SRS4168001,SRR8347131,GENOMIC,PAIRED,0,103,Skywalker__PGT-147554,PGT-147554,PGT-147554,1,,Skywalker,https://cannasos.com/strains/hybrid/skywalker,Skywalker
Phylos 2018,SRP173788,SAMN10609593,SRS4167179,SRR8346693,GENOMIC,PAIRED,0,96,Bubba_Express__PGT-147555,PGT-147555,PGT-147555,1,,,,Bubba_Express__PGT-147555
Phylos 2018,SRP173788,SAMN10609594,SRS4167180,SRR8346694,GENOMIC,PAIRED,0,113,Blue_Diesel__PGT-147556,PGT-147556,PGT-147556,1,,Blue Diesel,https://www.leafly.com/hybrid/blue-diesel,Blue Diesel
Phylos 2018,SRP173788,SAMN10609595,SRS4167178,SRR8346695,GENOMIC,PAIRED,0,127,Cascadian_Fog__PGT-147557,PGT-147557,PGT-147557,1,,,,Cascadian_Fog__PGT-147557
Phylos 2018,SRP173788,SAMN10609596,SRS4167177,SRR8346696,GENOMIC,PAIRED,0,93,Gobbly_Goo__PGT-147558,PGT-147558,PGT-147558,1,,Gobbilygoo,https://www.leafly.com/indica/gobbilygoo,Gobbilygoo
Phylos 2018,SRP173788,SAMN10609597,SRS4167708,SRR8346837,GENOMIC,PAIRED,0,89,HOG__PGT-147559,PGT-147559,PGT-147559,1,,,,HOG__PGT-147559
Phylos 2018,SRP173788,SAMN10609598,SRS4167890,SRR8347242,GENOMIC,PAIRED,0,65,SFV__PGT-147560,PGT-147560,PGT-147560,1,,SFV OG,https://www.leafly.com/hybrid/sfv-og,SFV OG
Phylos 2018,SRP173788,SAMN10609599,SRS4167248,SRR8346625,GENOMIC,PAIRED,0,81,Pharoahs_Gold__PGT-147561,PGT-147561,PGT-147561,1,,,,Pharoahs_Gold__PGT-147561
Phylos 2018,SRP173788,SAMN10609600,SRS4167249,SRR8346624,GENOMIC,PAIRED,0,70,G13_x_Skunk__PGT-147563,PGT-147563,PGT-147563,1,,G13 Skunk,https://cannasos.com/strains/hybrid/g13-skunk,G13 Skunk
Phylos 2018,SRP173788,SAMN10609601,SRS4167246,SRR8346627,GENOMIC,PAIRED,0,92,Northern_Lights__PGT-147564,PGT-147564,PGT-147564,1,,Northern Lights,https://www.leafly.com/indica/northern-lights,Northern Lights
Phylos 2018,SRP173788,SAMN10609602,SRS4167835,SRR8347297,GENOMIC,PAIRED,0,133,Pure_Kush__PGT-147565,PGT-147565,PGT-147565,1,,Pure Kush,https://www.leafly.com/indica/pure-kush,Pure_Kush__PGT-147565
Phylos 2018,SRP173788,SAMN10609603,SRS4167244,SRR8346629,GENOMIC,PAIRED,0,161,Old_OG__PGT-147566,PGT-147566,PGT-147566,1,,,,Old_OG__PGT-147566
Phylos 2018,SRP173788,SAMN10609604,SRS4167245,SRR8346628,GENOMIC,PAIRED,0,55,G_Funk__PGT-147567,PGT-147567,PGT-147567,1,,G Funk,https://cannasos.com/strains/hybrid/g-funk,G Funk
Phylos 2018,SRP173788,SAMN10609605,SRS4167241,SRR8346631,GENOMIC,PAIRED,0,161,Mendo_Breath__PGT-147568,PGT-147568,PGT-147568,1,,,,Mendo_Breath__PGT-147568
Phylos 2018,SRP173788,SAMN10609606,SRS4167243,SRR8346630,GENOMIC,PAIRED,0,90,Sour_Diesel__PGT-147584,PGT-147584,PGT-147584,1,,Sour Diesel,https://www.leafly.com/sativa/sour-diesel,Sour Diesel
Phylos 2018,SRP173788,SAMN10609607,SRS4167253,SRR8346620,GENOMIC,PAIRED,0,129,Head_Band__PGT-147585,PGT-147585,PGT-147585,1,,Headband,https://www.leafly.com/hybrid/headband,Headband
Phylos 2018,SRP173788,SAMN10609608,SRS4167254,SRR8346619,GENOMIC,PAIRED,0,247,Purple_Punch__PGT-147586,PGT-147586,PGT-147586,1,,,,Purple_Punch__PGT-147586
Phylos 2018,SRP173788,SAMN10609609,SRS4167516,SRR8347029,GENOMIC,PAIRED,0,596,Kosher_Kush__PGT-15220,PGT-15220,PGT-15220,1,,Kosher Kush,https://www.leafly.com/indica/kosher-kush,Kosher Kush
Phylos 2018,SRP173788,SAMN10609610,SRS4167515,SRR8347030,GENOMIC,PAIRED,0,408,OG_Kush__PGT-15221,PGT-15221,PGT-15221,1,,OG Kush,https://www.leafly.com/hybrid/og-kush,OG Kush
Phylos 2018,SRP173788,SAMN10609611,SRS4167505,SRR8347040,GENOMIC,PAIRED,0,495,Franks_Gift__PGT-15222,PGT-15222,PGT-15222,1,,Frank's Gift,https://www.leafly.com/hybrid/franks-gift,Frank's Gift
Phylos 2018,SRP173788,SAMN10609612,SRS4167519,SRR8347026,GENOMIC,PAIRED,0,566,Gulzar_Afghanica_3__PGT-15223,PGT-15223,PGT-15223,1,,Landrace,-,Landrace
Phylos 2018,SRP173788,SAMN10609613,SRS4167192,SRR8346681,GENOMIC,PAIRED,0,625,Gulzar_Afghanica_1__PGT-15224,PGT-15224,PGT-15224,1,,Landrace,-,Landrace
Phylos 2018,SRP173788,SAMN10609614,SRS4168040,SRR8347093,GENOMIC,PAIRED,0,447,Sirius_Black__PGT-15225,PGT-15225,PGT-15225,1,,,,Sirius_Black__PGT-15225
Phylos 2018,SRP173788,SAMN10609615,SRS4167512,SRR8347033,GENOMIC,PAIRED,0,512,Strawberry_Satori__PGT-15226,PGT-15226,PGT-15226,1,,Strawberry Satori,https://www.leafly.com/sativa/strawberry-satori,Strawberry Satori
Phylos 2018,SRP173788,SAMN10609616,SRS4167511,SRR8347034,GENOMIC,PAIRED,0,475,Gulzar_Afghanica_2__PGT-15227,PGT-15227,PGT-15227,1,,Landrace,-,Landrace
Phylos 2018,SRP173788,SAMN10609617,SRS4168011,SRR8347121,GENOMIC,PAIRED,0,291,Bermuda_Sour__PGT-15229,PGT-15229,PGT-15229,1,,Bermuda Sour,https://www.leafly.com/hybrid/bermuda-sour,Bermuda Sour
Phylos 2018,SRP173788,SAMN10609618,SRS4167510,SRR8347035,GENOMIC,PAIRED,0,374,Gummy_Bear__PGT-15231,PGT-15231,PGT-15231,1,,Gummy Bears,https://www.leafly.com/hybrid/gummy-bears,Gummy Bears
Phylos 2018,SRP173788,SAMN10609619,SRS4167485,SRR8346388,GENOMIC,PAIRED,0,457,New_York_City_Diesel__PGT-15233,PGT-15233,PGT-15233,1,,NYC Diesel,https://www.leafly.com/hybrid/nyc-diesel,NYC Diesel
Phylos 2018,SRP173788,SAMN10609620,SRS4167487,SRR8346387,GENOMIC,PAIRED,0,364,Cookie_Wreck__PGT-15234,PGT-15234,PGT-15234,1,,Cookie Wreck,https://www.leafly.com/hybrid/cookie-wreck,Cookie Wreck
Phylos 2018,SRP173788,SAMN10609621,SRS4167488,SRR8346385,GENOMIC,PAIRED,0,417,TBD__PGT-15235,PGT-15235,PGT-15235,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609622,SRS4167492,SRR8347053,GENOMIC,PAIRED,0,425,Wrecking_Ball__PGT-15236,PGT-15236,PGT-15236,1,,,,Wrecking_Ball__PGT-15236
Phylos 2018,SRP173788,SAMN10609623,SRS4167668,SRR8346877,GENOMIC,PAIRED,0,357,TBA__PGT-15237,PGT-15237,PGT-15237,1,,,,TBA__PGT-15237
Phylos 2018,SRP173788,SAMN10609624,SRS4167670,SRR8346876,GENOMIC,PAIRED,0,495,TBD__PGT-15238,PGT-15238,PGT-15238,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609625,SRS4167669,SRR8346875,GENOMIC,PAIRED,0,370,Exodus_Cheese__PGT-15239,PGT-15239,PGT-15239,1,,Exodus Cheese,https://www.leafly.com/hybrid/exodus-cheese,Exodus Cheese
Phylos 2018,SRP173788,SAMN10609626,SRS4167671,SRR8346874,GENOMIC,PAIRED,0,448,Suicide_Girl__PGT-15240,PGT-15240,PGT-15240,1,,,,Suicide_Girl__PGT-15240
Phylos 2018,SRP173788,SAMN10609627,SRS4167761,SRR8346784,GENOMIC,PAIRED,0,440,TBD__PGT-15241,PGT-15241,PGT-15241,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609628,SRS4167555,SRR8346989,GENOMIC,PAIRED,0,441,Cherry_Pie__PGT-15242,PGT-15242,PGT-15242,1,,Cherry Pie,https://www.leafly.com/hybrid/cherry-pie,Cherry Pie
Phylos 2018,SRP173788,SAMN10609629,SRS4167933,SRR8347199,GENOMIC,PAIRED,0,554,Yummy__PGT-15284,PGT-15284,PGT-15284,1,,Yummy,https://www.leafly.com/hybrid/yummy,Yummy
Phylos 2018,SRP173788,SAMN10609630,SRS4167932,SRR8347200,GENOMIC,PAIRED,0,503,Skunk_1_Pheno_2_1979__PGT-15286,PGT-15286,PGT-15286,1,,Skunk No. 1,https://www.leafly.com/hybrid/skunk-1,Skunk No. 1
Phylos 2018,SRP173788,SAMN10609631,SRS4167202,SRR8346671,GENOMIC,PAIRED,0,490,Skunk_1_Pheno_3_1979__PGT-15287,PGT-15287,PGT-15287,1,,Skunk No. 1,https://www.leafly.com/hybrid/skunk-1,Skunk No. 1
Phylos 2018,SRP173788,SAMN10609632,SRS4167200,SRR8346673,GENOMIC,PAIRED,0,544,Skunk_1_Pheno_1_1979__PGT-15288,PGT-15288,PGT-15288,1,,Skunk No. 1,https://www.leafly.com/hybrid/skunk-1,Skunk No. 1
Phylos 2018,SRP173788,SAMN10609633,SRS4167937,SRR8347195,GENOMIC,PAIRED,0,636,Girls_Scout_Cookies_x_Ghost_OG__PGT-15498,PGT-15498,PGT-15498,1,,Ghost Cookies,https://www.leafly.com/hybrid/ghost-cookies,Ghost Cookies
Phylos 2018,SRP173788,SAMN10609634,SRS4167936,SRR8347196,GENOMIC,PAIRED,0,535,Unknown__PGT-15499,PGT-15499,PGT-15499,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609635,SRS4167935,SRR8347197,GENOMIC,PAIRED,0,467,Savo_Sour__PGT-15500,PGT-15500,PGT-15500,1,,,,Savo_Sour__PGT-15500
Phylos 2018,SRP173788,SAMN10609636,SRS4167934,SRR8347198,GENOMIC,PAIRED,0,416,Spacewalker__PGT-15501,PGT-15501,PGT-15501,1,,,,Spacewalker__PGT-15501
Phylos 2018,SRP173788,SAMN10609637,SRS4167380,SRR8346493,GENOMIC,PAIRED,0,687,Platinum_Girl_Scout_Cookies__PGT-15502,PGT-15502,PGT-15502,1,,Platinum GSC,https://www.leafly.com/hybrid/platinum-gsc,Platinum GSC
Phylos 2018,SRP173788,SAMN10609638,SRS4167193,SRR8346680,GENOMIC,PAIRED,0,465,Blueberry_Cheesecake__PGT-15503,PGT-15503,PGT-15503,1,,Blueberry Cheesecake,https://www.leafly.com/hybrid/blueberry-cheesecake,Blueberry Cheesecake
Phylos 2018,SRP173788,SAMN10609639,SRS4167582,SRR8346963,GENOMIC,PAIRED,0,451,Green_Crack__PGT-15504,PGT-15504,PGT-15504,1,,Green Crack,https://www.leafly.com/sativa/green-crack,Green Crack
Phylos 2018,SRP173788,SAMN10609640,SRS4167581,SRR8346964,GENOMIC,PAIRED,0,714,Ringos_Gift__PGT-15505,PGT-15505,PGT-15505,1,,OG Ringo,https://www.leafly.com/hybrid/og-ringo,OG Ringo
Phylos 2018,SRP173788,SAMN10609641,SRS4167584,SRR8346961,GENOMIC,PAIRED,0,475,Harle_Tsu__PGT-15506,PGT-15506,PGT-15506,1,,Harle-Tsu,https://www.leafly.com/hybrid/harle-tsu,Harle-Tsu
Phylos 2018,SRP173788,SAMN10609642,SRS4167583,SRR8346962,GENOMIC,PAIRED,0,682,Abacus__PGT-15507,PGT-15507,PGT-15507,1,,Abacus,https://cannasos.com/strains/indica/abacus,Abacus
Phylos 2018,SRP173788,SAMN10609643,SRS4167578,SRR8346967,GENOMIC,PAIRED,0,779,Creme_Brulee__PGT-15508,PGT-15508,PGT-15508,1,,Crème Brule,,Crème Brule
Phylos 2018,SRP173788,SAMN10609644,SRS4167577,SRR8346968,GENOMIC,PAIRED,0,692,Blood_Diamond_OG_Kush__PGT-15509,PGT-15509,PGT-15509,1,,,,Blood_Diamond_OG_Kush__PGT-15509
Phylos 2018,SRP173788,SAMN10609645,SRS4167580,SRR8346965,GENOMIC,PAIRED,0,857,OG_Chem_Dog__PGT-15510,PGT-15510,PGT-15510,1,,OG Chem,https://www.leafly.com/hybrid/og-chem,OG Chem
Phylos 2018,SRP173788,SAMN10609646,SRS4167579,SRR8346966,GENOMIC,PAIRED,0,670,Larry_OG_Kush__PGT-15511,PGT-15511,PGT-15511,1,,Larry OG,https://www.leafly.com/hybrid/larry-og,Larry OG
Phylos 2018,SRP173788,SAMN10609647,SRS4167576,SRR8346969,GENOMIC,PAIRED,0,877,Ziggy_Sour_Diesel__PGT-15512,PGT-15512,PGT-15512,1,,,,Ziggy_Sour_Diesel__PGT-15512
